num,address,city,type,size,sf_avail,rent
734,Bldg 2 2000 Seaport Blvd,Redwood City,Office,"123,965 SF","6,593 - 123,965",Withheld
735,101 Second St,San Francisco,Office,"432,843 SF","2,063 - 102,443",Withheld
736,2 Shaw Alley St,San Francisco,Office,"29,878 SF","5,303",Withheld
737,5000 Shoreline Ct,South San Francisco,Office,"156,339 SF","12,587 - 73,216",Withheld
738,6000 Shoreline Ct,South San Francisco,Office,"146,305 SF","5,598 - 31,852",Withheld
739,7000 Shoreline Ct,South San Francisco,R&D,"136,395 SF","3,402 - 78,638",Withheld
740,Shoreline Science Center 130-150 Shoreline Dr,Redwood City,Office,"81,569 SF","13,483 - 81,568",Withheld
741,Building A 1800 Sierra Point Pky,Brisbane,R&D,"109,237 SF","19,122",Withheld
742,South Dr Medical Bldg 305 South Dr,Mountain View,Office,"9,398 SF","1,175",Withheld
743,150 Spear St,San Francisco,Office,"286,510 SF","2,316 - 122,698",Withheld
744,201 Spear 201 Spear St,San Francisco,Office,"252,591 SF","100 - 119,747",Withheld
745,444-470 Spear St,San Francisco,Office,"49,851 SF","2,740 - 19,436",Withheld
746,2620-2626 Spring St,Redwood City,Light Manufacturing,"10,400 SF","2,100 - 9,035",Withheld
747,1004-1010 Stewart Dr,Sunnyvale,Light Distribution,"17,000 SF","2,650",Withheld
748,113-115 Stillman St,San Francisco,Office,"9,540 SF","9,540",Withheld
749,110 Sutter St,San Francisco,Office,"47,665 SF","236 - 17,344",Withheld
750,Hallidie Bldg 130-150 Sutter St,San Francisco,Office,"92,000 SF","6,538 - 30,331",Withheld
751,Argonaut Building 211-213 Sutter St,San Francisco,Office,"42,819 SF","862 - 11,153",Withheld
752,256-262 Sutter St,San Francisco,Office,"14,850 SF","1,378 - 4,878",Withheld
753,Hotel Ikon 325 Sutter St,San Francisco,Hotel,40 Rooms,"1,020 - 8,290",Withheld
754,Galen Building 391 Sutter St,San Francisco,Office,"32,991 SF","139 - 4,081",Withheld
755,500 Sutter St,San Francisco,Office,"64,876 SF","306 - 20,987",Withheld
756,1150-1154 Sutter St,San Francisco,Office,"19,000 SF","4,500 - 9,500",Withheld
757,1311 Sutter St,San Francisco,Retail,"13,594 SF","660 - 3,217",Withheld
758,2300 Sutter St,San Francisco,Office,"32,700 SF","1,028",Withheld
759,201 Third St,San Francisco,Office,"402,194 SF","15,304 - 61,781",Withheld
760,510 Townsend St,San Francisco,Office,"299,051 SF","13,912 - 299,051",Withheld
761,650 Townsend 650 Townsend St,San Francisco,Office,"756,770 SF","3,780 - 427,435",Withheld
762,North Tower Two Tower Pl,South San Francisco,Office,"394,000 SF","5,000 - 111,154",Withheld
763,55 Union St,San Francisco,Office,"45,000 SF","5,000 - 45,000",Withheld
764,510-512 Union St,San Francisco,Office,"9,476 SF","1,200",Withheld
765,2250 Union St,San Francisco,Retail,"7,800 SF","800 - 4,902",Withheld
766,452-458 University Ave,Palo Alto,Retail,"23,200 SF","11,063 - 22,406",Withheld
767,460-476 University Ave,Palo Alto,Retail,"9,300 SF","4,650",Withheld
768,University Place 1950 University Ave,East Palo Alto,Office,"165,000 SF","68 - 91,777",Withheld
769,301-315 Valencia St,San Francisco,Retail,"14,854 SF","896 - 1,792",Withheld
770,Mission Valencia 1699 Valencia St,San Francisco,Apartments,20 Units,"800 - 2,000",Withheld
771,1835 Valota Rd,Redwood City,Specialty,"43,604 SF","3,500",Withheld
772,Opera Plaza 601 Van Ness Ave,San Francisco,Apartments,453 Units,"876 - 17,807",Withheld
773,1400 Van Ness Ave,San Francisco,Office,"22,795 SF","1,282 - 13,994",Withheld
774,1801 Van Ness Ave,San Francisco,Office,"18,050 SF","778 - 8,863",Withheld
775,2025-2095 Van Ness Ave,San Francisco,Retail,"11,000 SF","933 - 5,396",Withheld
776,Peninsula Corporate Cent… 805 Veterans Blvd,Redwood City,Office,"86,000 SF","1,207 - 57,557",Withheld
777,Villa Centre 888 Villa St,Mountain View,Office,"26,000 SF","4,518 - 10,718",Withheld
778,305 Walnut St,Redwood City,Office,"90,000 SF","18,000 - 90,000",Withheld
779,The Clock Tower Bldg 401-423 Washington St,San Francisco,Office,"15,923 SF","2,245 - 4,492",Withheld
780,500 Washington St. 500 Washington St,San Francisco,Office,"110,000 SF","1,036 - 86,297",Withheld
781,15th Ave Gate 1808 Wedemeyer St,San Francisco,Office,"30,662 SF",902,Withheld
782,The Falcone Building 700-710 Winslow St,Redwood City,Office,"14,000 SF","817 - 2,179",Withheld
783,100-122 2nd Ave,San Mateo,Office,"9,820 SF","1,905",$36.00 SF/Year
784,360 Third 360 3rd St,San Francisco,Office,"429,796 SF","1,766 - 439,903",$28.00 - 35.00 SF/Year
785,500-520 3rd St,San Francisco,Office,"155,480 SF","5,904 - 51,450",$44.00 SF/Year
786,2 E 3rd Ave,San Mateo,Office,"25,344 SF","2,347 - 27,691",$66.00 SF/Year
787,Medical Arts Building 205 E 3rd Ave,San Mateo,Office,"31,987 SF","3,574",$63.00 SF/Year
788,636-638 4th St,San Francisco,Office,"11,505 SF","1,000 - 8,000",$36.00 SF/Year
789,365-371 5th St,San Francisco,Office,"4,550 SF","1,300 - 4,550",$33.60 SF/Year
790,The D'Ambra Building 2 W 5th Ave,San Mateo,Office,"38,000 SF","9,300",$54.00 SF/Year
791,1381-1383 9th Ave,San Francisco,Retail,"4,334 SF","1,100",$27.27 SF/Year
792,345-349 9th St,San Francisco,Retail,"29,100 SF","3,000 - 9,000",$21.00 SF/Year
793,351 9th St,San Francisco,Light Manufacturing,"30,000 SF","2,500 - 12,500",$72.00 SF/Year
794,Bldg 6 815 11th Ave,Sunnyvale,Office,"221,090 SF","13,207",$52.20 SF/Year
795,56-68 12th St,San Francisco,Office,"30,000 SF","3,500",$48.00 SF/Year
796,601-639 14th Ave,San Francisco,Office,"9,835 SF","4,917 - 9,835",$36.00 SF/Year
797,320-324 14th St,San Francisco,Apartments,14 Units,"1,170",$24.96 SF/Year
798,3000-3004 16th St,San Francisco,Office,"17,572 SF","2,427 - 5,297",$24.00 SF/Year
799,112-118 W 25th Ave,San Mateo,Retail,"6,000 SF","280 - 1,280",Withheld
800,190 W 25th Ave,San Mateo,Retail,"3,511 SF",750,$30.48 SF/Year
801,501 Airport Blvd,South San Francisco,Service,"8,442 SF","3,750",$23.40 SF/Year
802,533 Airport Blvd,Burlingame,Office,"66,026 SF","500 - 6,197",$36.00 SF/Year
803,700 Airport Blvd,Burlingame,Office,"130,331 SF","1,716 - 43,229",$45.00 SF/Year
804,1021-1069 Alameda de las Pulgas,Belmont,Retail,"23,769 SF",135 - 505,$42.00 SF/Year
805,601 Allerton St,Redwood City,Office,"16,490 SF","2,138",$36.00 SF/Year
806,955 Alma St,Palo Alto,Office,"6,929 SF","3,602",$99.00 SF/Year
807,100 Altair Way,Sunnyvale,Office,"180,417 SF","12,377 - 180,417",$87.00 SF/Year
808,100 N B St,San Mateo,Specialty,"9,205 SF","1,025",$33.00 SF/Year
809,113-119 S B St,San Mateo,Office,"11,800 SF","3,227",$48.00 SF/Year
810,236 S B St,San Mateo,Retail,"7,560 SF","2,633",$39.00 SF/Year
811,701-703 S B St,San Mateo,Office,"10,551 SF","5,000",$36.00 SF/Year
812,735 Battery St,San Francisco,Office,"63,000 SF","12,369 - 25,008",$56.00 SF/Year
813,1025 Battery St,San Francisco,Office,"8,000 SF","8,000",$82.00 SF/Year
814,1601 Bayshore Hwy,Burlingame,Office,"57,837 SF",100 $120.00,SF/Year
815,Bayshore Office Center 1633 Bayshore Hwy,Burlingame,Office,"108,000 SF","414 - 6,275",$35.40 SF/Year
816,1765 E Bayshore Rd,East Palo Alto,Apartments,-,"1,450",$34.50 SF/Year
817,O'Brien Place 2191 E Bayshore Rd,Palo Alto,Office,"22,070 SF","1,772 - 5,937",$34.20 SF/Year
818,3905 Bohannon Dr,Menlo Park,Flex,"22,455 SF","2,538 - 5,076",$27.00 - 37.20 SF/Year
819,1777 Borel Pl,San Mateo,Office,"45,375 SF","342 - 7,224",$43.80 SF/Year
820,Bovet Office Centre 177 Bovet Rd,San Mateo,Office,"114,756 SF","3,068 - 41,616",$47.40 SF/Year
821,333 Bradford St,Redwood City,Office,"29,414 SF","2,085",$42.00 SF/Year
822,318 Brannan St,San Francisco,Office,"9,000 SF","4,500",$36.00 SF/Year
823,979 Broadway,Millbrae,Retail,"57,177 SF","1,688 - 15,233",$27.36 SF/Year
824,The Sequoia Building 2317 Broadway,Redwood City,Office,"45,561 SF","10,055",$47.40 SF/Year
825,Great Western Bank Bldg 2400 Broadway,Redwood City,Office,"15,000 SF","2,296 - 5,047",$78.00 SF/Year
826,535-539 Broadway St,San Francisco,Office,"11,383 SF","2,000",$30.00 SF/Year
827,2000 Broadway St,Redwood City,Office,"25,000 SF","900 - 2,950",$72.00 - 85.00 SF/Year
828,333 Bryant St,San Francisco,Flex,"110,000 SF","1,443 - 30,554",$36.00 - 38.00 SF/Year
829,797-799 Bryant St,San Francisco,Retail,"6,750 SF","1,650 - 5,020",$33.00 SF/Year
830,1504 Bryant St,San Francisco,Distribution,"33,600 SF","5,100 - 33,600",$18.00 SF/Year
831,The Avenue Plaza 1108-1112 Burlingame Ave,Burlingame,Retail,"23,976 SF","3,314 - 10,222",$47.40 SF/Year
832,601-603 Bush St,San Francisco,Retail,"1,749 SF","420 - 1,010",$30.48 SF/Year
833,855 California Ave,Palo Alto,Office,"62,084 SF","11,859",$71.40 SF/Year
834,199 California Dr,Millbrae,Office,"18,483 SF","200 - 5,192 $2.25",- 2.34 SF/Year
835,212-214 California St,San Francisco,Office,"11,000 SF","4,142",$24.00 SF/Year
836,The Newhall Building 260 California St,San Francisco,Office,"52,889 SF","4,773 - 19,786",$49.00 SF/Year
837,300 California St,San Francisco,Office,"119,000 SF","15,396 - 30,879",$59.00 SF/Year
838,260 N California Ave,Palo Alto,Office,"33,923 SF","13,851",$64.20 SF/Year
839,460 S California Ave,Palo Alto,Office,"14,960 SF","750 - 2,675",$30.00 - 53.40 SF/Year
840,640 W California Ave,Sunnyvale,Office,"58,602 SF","7,513 - 45,434",$54.00 - 59.40 SF/Year
841,800 W California Ave,Sunnyvale,Office,"60,332 SF","15,981",$59.40 SF/Year
842,306 Cambridge Ave,Palo Alto,Office,"6,110 SF","2,492",$75.00 SF/Year
843,274-282 Castro St,Mountain View,Office,"29,308 SF","11,400",$83.40 SF/Year
844,Silicon Valley Center 400 Castro St,Mountain View,Office,"138,681 SF","8,000 - 13,000",$66.00 SF/Year
845,421-475 Castro St,Mountain View,Office,"15,000 SF","770 - 10,224",$35.40 - 47.40 SF/Year
846,605-650 Castro St,Mountain View,Office,"29,924 SF","8,158 - 29,924",$93.00 SF/Year
847,655 Castro St,Mountain View,Office,"5,600 SF",700,$56.52 SF/Year
848,Castro Commons 1174 Castro St,Mountain View,Office,"28,495 SF","3,769",$60.00 SF/Year
849,3435 Cesar Chavez,San Francisco,Office,"74,614 SF","1,600",$33.00 SF/Year
850,1127-1135 Chestnut St,Menlo Park,Office,"4,000 SF",917,$45.00 SF/Year
851,49 S Claremont St,San Mateo,Office,"2,863 SF",800,$34.80 SF/Year
852,Clyde Avenue Business P… 559 Clyde Ave,Mountain View,R&D,"6,408 SF","1,569",$35.40 SF/Year
853,Bldg 6 565 Clyde Ave,Mountain View,R&D,"10,224 SF","1,880",$35.40 SF/Year
854,Oakmead Village Square -… 333 Cobalt Way,Sunnyvale,Office,"5,760 SF",720,$34.20 SF/Year
855,974 Commercial St,Palo Alto,R&D,"8,000 SF","1,000",$36.00 SF/Year
856,Concar 900 Concar Dr,San Mateo,Office,"114,282 SF","11,681 - 32,753",$58.20 SF/Year
857,465 Convention Way,Redwood City,Flex,"6,910 SF","1,200",$33.00 SF/Year
858,47-49 Drumm St,San Francisco,Office,"5,434 SF","2,200",$79.00 SF/Year
859,90 El Camino Real,Burlingame,Office,"2,204 SF","2,204",$55.00 SF/Year
860,US Bank Building 475 El Camino Real,Millbrae,Office,"36,160 SF","324 - 4,169",$36.00 SF/Year
861,570 El Camino Real,Redwood City,Retail,"17,500 SF","1,000 - 5,800",$30.00 SF/Year
862,665 El Camino Real,Redwood City,Showroom,"4,750 SF","1,500 - 4,750",$36.00 SF/Year
863,800 El Camino Real,Menlo Park,Office,"50,000 SF","10,300",$47.40 SF/Year
864,Building 5 855 El Camino Real,Palo Alto,Office,"25,264 SF","433 - 1,272",$66.00 SF/Year
865,Building 4 855 El Camino Real,Palo Alto,Retail,"60,000 SF",592,$66.00 SF/Year
866,Menlo Park Office Center 1000 El Camino Real,Menlo Park,Office,"49,350 SF","6,076 - 28,195 $107.40",SF/Year
867,1600 El Camino Real,Menlo Park,Office,"52,000 SF","7,340 - 23,233",$117.00 SF/Year
868,Mills Estate Office Bldg 1838 El Camino Real,Burlingame,Office,"20,024 SF","1,510",$36.00 SF/Year
869,1906 El Camino Real,Menlo Park,Office,"11,967 SF","3,202",$69.00 SF/Year
870,Five Palo Alto Square 3000 El Camino Real,Palo Alto,Office,"130,929 SF","2,540 - 22,851",$90.00 SF/Year
871,3295 El Camino Real,Santa Clara,Retail,"11,498 SF","2,800",$26.64 SF/Year
872,3400 El Camino Real,Santa Clara,Office,"4,956 SF",500,$37.20 SF/Year
873,Los Altos Village Court 4546 El Camino Real,Los Altos,Retail,"60,012 SF","666 - 3,176",Withheld
874,4966 El Camino Real,Los Altos,Office,"26,274 SF","1,310 - 3,753",$35.40 - 47.40 SF/Year
875,1110 S El Camino Real,San Mateo,Office,"4,859 SF",341,$35.00 SF/Year
876,485-493 S El Camino Real,San Mateo,Retail,"18,663 SF","2,541 - 15,461",$45.00 SF/Year
877,Apple One Plaza 1515-1521 S El Camino Real,San Mateo,Office,"20,000 SF","1,700 - 8,115",$42.00 SF/Year
878,1730 S El Camino Real,San Mateo,Office,"43,613 SF","710 - 7,053",$57.00 SF/Year
879,Bldg A 2121 S El Camino Real,San Mateo,Office,"14,594 SF","14,594",$54.00 SF/Year
880,Bldg C 2121 S El Camino Real,San Mateo,Office,"23,000 SF","5,010 - 18,767",$54.00 SF/Year
881,Bldg B 2121 S El Camino Real,San Mateo,Office,"21,084 SF","1,472 - 14,014",$54.00 SF/Year
882,Tower Plaza 2121 S El Camino Real,San Mateo,Office,"130,100 SF","2,830 - 63,735",$54.00 SF/Year
883,2440 W El Camino Real,Mountain View,Office,"142,711 SF","6,800 - 69,103",$51.00 SF/Year
884,605 Ellis St,Mountain View,Office,"15,300 SF","1,450",$51.00 SF/Year
885,636 Ellis St,Mountain View,Office,"14,612 SF","7,306 - 14,612",$48.00 SF/Year
886,101 S Ellsworth Ave,San Mateo,Office,"87,504 SF","1,509 - 14,563",$81.00 SF/Year
887,Tycer-Fultz-Belleck 1731 Embarcadero Rd,Palo Alto,Office,"24,192 SF","1,812 - 10,351",$42.00 SF/Year
888,1870 Embarcadero Rd,Palo Alto,Office,"33,638 SF","8,410 - 33,638",$47.40 SF/Year
889,940 Emmett Ave,Belmont,Office,"8,573 SF","397 - 2,364",$35.40 SF/Year
890,100 W Evelyn Ave,Mountain View,Office,"32,200 SF","7,200 - 32,200",$66.00 - 87.00 SF/Year
891,111 W Evelyn Ave,Sunnyvale,Office,"47,174 SF","1,195 - 8,349",$75.00 SF/Year
892,Bldg 3 150 W Evelyn Ave,Mountain View,Office,"49,052 SF","7,389 - 27,644",$87.00 SF/Year
893,551 Faxon Ave,San Francisco,Office,"3,750 SF","1,885",$36.00 SF/Year
894,58-60 Federal St,San Francisco,Office,"99,500 SF","18,500 - 92,500",$45.00 SF/Year
895,1271-1291 Fifth Ave,Belmont,Office,"5,884 SF",700,$34.00 SF/Year
896,2200 Fillmore St,San Francisco,Retail,"3,493 SF",160,$112.08 SF/Year
897,868 Folsom St,San Francisco,Service,"15,838 SF","7,919 - 15,838",$32.00 SF/Year
898,1475-1481 Folsom St,San Francisco,Office,"21,000 SF","3,200",$42.00 SF/Year
899,155-175 Forest Ave,Palo Alto,Office,"24,464 SF","1,300",$99.00 SF/Year
900,Bldg 910 1 Franklin Pky,San Mateo,Office,"118,700 SF 18,746","- 100,030",$45.00 - 54.00 SF/Year
901,"E, F, G 877 W Fremont Ave",Sunnyvale,Office,"5,000 SF","1,412",$35.40 SF/Year
902,De Anza Office Center 920-924 W Fremont Ave,Sunnyvale,Office,"7,897 SF","5,338",$48.00 SF/Year
903,1820 Gateway Dr,San Mateo,Office,"81,081 SF","3,593 - 22,612",$47.40 SF/Year
904,Emeric Goodman 1109-1121 Geary Blvd,San Francisco,Apartments,31 Units,"1,224",$36.00 SF/Year
905,3126-3128 Geary Blvd,San Francisco,Retail,"6,576 SF","2,400",$20.00 SF/Year
906,3360-3380 Geary Blvd,San Francisco,Office,"28,000 SF","6,360 - 16,220",$30.00 SF/Year
907,3701 Geary Blvd,San Francisco,Apartments,6 Units,"1,883",$36.00 SF/Year
908,6147 Geary Blvd,San Francisco,Retail,"7,200 SF","2,100 - 6,400",$42.00 SF/Year
909,10-12 Geary St,San Francisco,Office,"14,000 SF","356 - 2,967",$33.72 - 37.50 SF/Year
910,140 Geary St,San Francisco,Office,"56,933 SF","1,800 - 30,263",$45.00 SF/Year
911,3 Embarcadero Place 2300 Geng Rd,Palo Alto,Office,"49,454 SF","11,443",$57.00 SF/Year
912,195 Glenn Way,San Carlos,Office,"7,230 SF","1,800",$42.00 SF/Year
913,166 Golden Gate Ave,San Francisco,Office,"57,171 SF","10,000 - 17,000",$24.00 SF/Year
914,12 Gough St,San Francisco,Office,"6,780 SF","1,819",$30.00 SF/Year
915,304 Grand Avenue 304 Grand Ave,South San Francisco,Office,"11,000 SF","200 - 4,000",$27.00 SF/Year
916,348 Grand Ave,South San Francisco,Retail,"11,572 SF","1,000 - 4,000",$34.56 SF/Year
917,381-383 Grand Ave,South San Francisco,Retail,"4,095 SF",875,$42.00 SF/Year
918,601-625 Grant Ave,San Francisco,Retail,"19,108 SF","4,330",$24.00 SF/Year
919,1056 Grant Ave,San Francisco,Retail,"12,468 SF",650,$43.80 SF/Year
920,1100-1108 Grant Ave,San Francisco,Retail,"7,140 SF","2,000 - 6,000",$60.00 SF/Year
921,480 Green St,San Francisco,Office,"9,000 SF","2,000 - 4,000",$36.00 SF/Year
922,725 Greenwich St,San Francisco,Office,"11,070 SF",600,$42.00 SF/Year
923,Los Robles Bldg 167 Hamilton Ave,Palo Alto,Office,"19,828 SF","2,663 - 12,577",$99.00 SF/Year
924,537 Hamilton Ave,Palo Alto,Office,"18,637 SF","9,242 $132.00",SF/Year
925,810-816 Hamilton St,Redwood City,Retail,"12,258 SF","3,000",$66.00 SF/Year
926,34 Harriet St,San Francisco,Office,"7,332 SF","3,666 - 7,332",$60.00 SF/Year
927,937-939 Harrison St,San Francisco,R&D,"8,923 SF","2,500",$19.20 SF/Year
928,1351-1355 Harrison St,San Francisco,Retail,"1,050 SF","1,050",$34.20 SF/Year
929,3705 Haven Ave,Menlo Park,Office,"10,361 SF","140 - 1,370",$64.32 - 72.00 SF/Year
930,3715 Haven Ave,Menlo Park,Office,"20,844 SF","739 - 15,669",$23.88 SF/Year
931,333-335 Hayes St,San Francisco,Office,"8,140 SF",124 - 484,$60.00 SF/Year
932,101 Henry Adams St,San Francisco,Office,"227,591 SF","1,428",$30.00 SF/Year
933,411 High St,Palo Alto,Office,"7,400 SF","7,400",$93.00 SF/Year
934,Zachariah Bldg 650-658 High St,Palo Alto,Office,"17,288 SF","7,240",$59.40 SF/Year
935,919 E Hillsdale Blvd,Foster City,Office,"143,000 SF","3,013 - 38,098",$45.00 SF/Year
936,1600 W Hillsdale Boulevard 1600 W Hillsdale Blvd,San Mateo,Office,"18,784 SF","4,237",$35.40 SF/Year
937,151 Hope St,Mountain View,Office,"60,000 SF","6,386 - 60,000 $105.00",SF/Year
938,278 Hope St,Mountain View,Office,"6,600 SF","1,483 - 3,568",$35.32 - 40.28 SF/Year
939,606-612 Howard St,San Francisco,Office,"70,074 SF","9,319 - 19,008",$39.00 SF/Year
940,1121 Howard St,San Francisco,R&D,"6,200 SF","3,100 - 6,200",$36.00 SF/Year
941,1487 Huntington Ave,South San Francisco,Office,"13,899 SF","13,899",$24.00 SF/Year
942,255 Hyde St,San Francisco,Office,"15,868 SF","2,625",$24.00 SF/Year
943,1278 Indiana St,San Francisco,Office,"10,110 SF","711 - 2,835",$33.00 SF/Year
944,266 Industrial Rd,San Carlos,Manufacturing,"52,400 SF","3,300",$30.00 SF/Year
945,963 Industrial Rd,San Carlos,R&D,"15,985 SF","3,204 - 6,603",$34.20 SF/Year
946,985 Industrial Rd,San Carlos,Office,"29,844 SF","1,792 - 12,725",$45.00 SF/Year
947,The Brittan Building 990 Industrial Rd,San Carlos,Office,"23,703 SF","840 - 8,617",$27.00 - 42.00 SF/Year
948,150 W Iowa Ave,Sunnyvale,Office,"11,896 SF","1,150 - 2,359",$54.00 SF/Year
949,52-54 Jeff Adachi Way,San Francisco,Office,"6,700 SF","2,700 - 6,700",$36.00 SF/Year
950,541 Jefferson Ave,Redwood City,Office,"11,160 SF","723 - 4,068",$36.00 SF/Year
951,531 Jessie St,San Francisco,Flex,"2,325 SF","2,325",$27.60 SF/Year
952,Showplace Square South 245-299 Kansas St,San Francisco,Office,"81,285 SF","690 - 13,990",$39.00 - 45.60 SF/Year
953,300 Kansas St,San Francisco,R&D,"151,777 SF","6,820 - 151,777",$78.00 SF/Year
954,710-758 La Playa St,San Francisco,Apartments,95 Units,"1,100 - 2,460",$36.00 SF/Year
955,Paragon Point I&III 3 Lagoon Dr,Redwood City,Office,"151,013 SF","1,570 - 72,526",$42.00 - 69.00 SF/Year
956,1418 Larkin St,San Francisco,Apartments,12 Units,850,$22.56 SF/Year
957,1682 Laurel St,San Carlos,Office,"1,510 SF",810,$42.00 SF/Year
958,2346 Lombard St,San Francisco,Retail,"5,855 SF",510,$42.00 SF/Year
959,245 Lytton Avenue 245 Lytton Ave,Palo Alto,Office,"58,952 SF","4,990 $102.00",SF/Year
960,325 Lytton Ave,Palo Alto,Office,"31,688 SF","$102.00 3,042 - 25,759",- 117.00 SF/Year
961,111-125 Maiden Ln,San Francisco,Office,"76,282 SF","851 - 6,851",$48.00 SF/Year
962,999 Main St,Redwood City,Office,"17,188 SF","9,945",$75.00 SF/Year
963,Teichert Building 1629 Main St,Redwood City,Office,"37,207 SF","7,853",$59.40 SF/Year
964,100 Marine Pky,Redwood City,Office,"83,010 SF","3,115 - 17,021",$59.40 SF/Year
965,655 Mariners Island Blvd,San Mateo,Office,"13,017 SF","2,000",$22.20 SF/Year
966,Keynote Plaza 777 Mariners Island Blvd,San Mateo,Office,"182,838 SF","1,882 - 48,299",$69.00 SF/Year
967,455 Market St,San Francisco,Office,"397,298 SF","494 - 114,170",$59.00 - 69.00 SF/Year
968,1049 Market St,San Francisco,Office,"50,900 SF","350 - 6,853",$22.00 - 32.00 SF/Year
969,Ede Building 1059-1061 Market St,San Francisco,Office,"65,600 SF","7,790 - 31,160",$18.00 - 24.00 SF/Year
970,1067-1073 Market St,San Francisco,Office,"24,000 SF","1,000 - 3,500",$30.00 - 40.00 SF/Year
971,1128 Market St,San Francisco,Office,"79,204 SF","5,000 - 73,954",$32.00 SF/Year
972,990 Marsh Rd,Menlo Park,Office,"12,908 SF","6,454 - 12,908",$30.00 SF/Year
973,1020 Marsh Rd,Menlo Park,Office,"34,000 SF","17,000 - 34,000",$30.00 SF/Year
974,1100 Marsh Rd,Menlo Park,Office,"11,381 SF","11,381",$30.00 SF/Year
975,Marshall Square West 901 Marshall St,Redwood City,Office,"65,000 SF","2,180 - 30,093",$75.00 SF/Year
976,1001 Marshall St,Redwood City,Office,"72,000 SF","11,096 - 56,579",$75.00 SF/Year
977,100 Mathilda Pl,Sunnyvale,Office,"213,405 SF","16,189 - 78,626",$78.00 SF/Year
978,Sunnyvale CityLine 150 Mathilda Pl,Sunnyvale,Office,"141,896 SF","7,939 - 19,499",$78.00 SF/Year
979,607-611 Menlo Ave,Menlo Park,Office,"2,000 SF","1,000",$48.00 SF/Year
980,770 Menlo Ave,Menlo Park,Office,"10,000 SF","844 - 3,757",$57.00 - 59.40 SF/Year
981,200 Middlefield 200 Middlefield Rd,Menlo Park,Office,"43,083 SF","5,608",$93.00 SF/Year
982,525 Middlefield Rd,Menlo Park,Office,"28,000 SF","1,461 - 4,784",$66.00 SF/Year
983,535 Middlefield Rd,Menlo Park,Office,"28,000 SF","1,704 - 18,293",$42.00 - 66.00 SF/Year
984,545 Middlefield Rd,Menlo Park,Office,"28,000 SF","3,554 - 7,595",$66.00 SF/Year
985,95 Minna St,San Francisco,Office,"9,600 SF","2,400",$72.50 SF/Year
986,The Veronica Building 647-649 Mission St,San Francisco,Office,"40,274 SF","6,000 - 24,000",$32.00 SF/Year
987,959-965 Mission St,San Francisco,Office,"86,000 SF","734 - 70,268",$29.00 - 48.00 SF/Year
988,1271-1275 Mission St,San Francisco,Office,"8,750 SF","2,916 - 8,750",$48.00 SF/Year
989,1449-1453 Mission St,San Francisco,Office,"72,000 SF","6,100",$30.00 SF/Year
990,2069-2071 Mission St,San Francisco,Retail,"5,040 SF","2,469",$18.00 SF/Year
991,2729 Mission St,San Francisco,Office,"4,000 SF","1,100 - 3,000 $21.82",- 31.58 SF/Year
992,3041-3043 Mission St,San Francisco,Office,"10,000 SF","2,800",$60.00 SF/Year
993,4575 Mission St,San Francisco,Retail,"2,086 SF","2,086",$23.04 SF/Year
994,4596 Mission St,San Francisco,Retail,"4,000 SF",550,$36.00 SF/Year
995,880 Mitten Road 880 Mitten Rd,Burlingame,Office,"18,427 SF","1,800 - 6,752",$30.00 SF/Year
996,385 Moffett Park Dr,Sunnyvale,Office,"84,799 SF","7,439 - 47,617",$30.00 SF/Year
997,100 Montgomery St,San Francisco,Office,"436,855 SF","858 - 175,197",$40.00 SF/Year
998,850 Montgomery St,San Francisco,Office,"22,479 SF","2,075",$36.00 SF/Year
999,1801 Murchison Dr,Burlingame,Office,"16,334 SF","760 - 3,660",$34.80 - 36.00 SF/Year
1000,510 Myrtle Ave,South San Francisco,Office,"20,651 SF","1,694",$27.00 SF/Year
1001,The Atruim 1900 S norfolk St,San Mateo,Office,"164,013 SF","100 - 63,504",$45.00 SF/Year
1002,1500 Noriega St,San Francisco,Office,"7,242 SF",858,$48.00 SF/Year
1003,1263 Oakmead Pky,Sunnyvale,Office,"8,350 SF","4,000",$35.40 SF/Year
1004,2335-2339 Ocean Ave,San Francisco,Office,"7,928 SF","1,177 - 2,452",$20.76 SF/Year
1005,2395 Ocean Ave,San Francisco,Office,"2,776 SF",$88.00 80 - 460,- 165.00 SF/Year
1006,2566 Ocean Ave,San Francisco,Office,"8,268 SF","500 - 4,634",$36.00 SF/Year
1007,1916 Old Middlefield Way,Mountain View,R&D,"16,931 SF","3,751",$30.00 SF/Year
1008,Oyster Point Marina Plaza I 400 Oyster Point Blvd,South San Francisco,Office,"226,702 SF","900 - 16,865",$33.00 - 47.40 SF/Year
1009,Bldg A 1801 Mill Rd,Palo Alto,Office,"49,638 SF","13,765 - 27,542",$71.40 SF/Year
1010,Bldg B 1841 Mill Rd,Palo Alto,Office,"60,000 SF","3,100 - 30,713",$71.40 SF/Year
1011,Bldg D 1891 Mill Rd,Palo Alto,Office,"31,738 SF","10,379 - 20,936",$71.40 SF/Year
1012,888 Paris St,San Francisco,Office,"30,000 SF",875,$27.36 SF/Year
1013,3197 Park Blvd,Palo Alto,Office,"10,000 SF","10,000",$59.40 SF/Year
1014,420 Peninsula Ave,San Mateo,Office,"3,800 SF",993,$43.50 SF/Year
1015,3225 Pierce St,San Francisco,Retail,"5,036 SF","2,100",$60.00 SF/Year
1016,111 Pine St,San Francisco,Office,"206,034 SF","1,268 - 159,419",$35.00 - 45.00 SF/Year
